url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,search_term,neg,neu,pos,compound,date
https://biztoc.com/x/28df10c4f9730e15,,Here How Much You Should Aim to Invest in the Invesco QQQ ETF to Get to $1 Million or More by Retirement,20250824T190000Z,https://biztoc.com/cdn/28df10c4f9730e15_s.webp,biztoc.com,English,,QQQ ETF,0.0,1.0,0.0,0.0,2025-08-24 19:00:00+00:00
https://www.fool.com/investing/2025/08/31/dont-want-overthink-ai-just-buy-etf-hold-qqq/,,Dont Want to Overthink AI ? Just Buy This ETF and Hold It . ,20250831T121500Z,https://g.foolcdn.com/editorial/images/830415/ai-labeled-over-a-circuitboard.jpg,fool.com,English,United States,QQQ ETF,0.086,0.914,0.0,-0.0572,2025-08-31 12:15:00+00:00
https://finance.yahoo.com/news/ondo-finance-rolls-tokenized-u-133026277.html,,"Ondo Finance Rolls Out Tokenized U . S . Stocks , ETFs as Equity Tokenization Ramps Up",20250904T220000Z,https://s.yimg.com/ny/api/res/1.2/ajTku8pi.nfm_YlmulSDVg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/coindesk_75/4ec12c1bec91562944f092145fea83ed,finance.yahoo.com,English,United States,QQQ ETF,0.0,1.0,0.0,0.0,2025-09-04 22:00:00+00:00
https://inventorspot.com/nasdaq-composite-closes-at-record-high-driven-by-strong-performances-from-key-stocks/,,Nasdaq Composite closes at record high driven by strong performances from key stocks,20250812T220000Z,https://inventorspot.com/wp-content/uploads/2025/08/Record-High-1024x585.png,inventorspot.com,English,United States,QQQ ETF,0.0,0.784,0.216,0.5106,2025-08-12 22:00:00+00:00
https://finance.yahoo.com/news/qqq-considered-best-tech-etf-190300319.html,,"QQQ considered best tech ETF , but numbers say otherwise",20251108T021500Z,https://media.zenfs.com/en/thestreet_881/8cd7155c7f4a9462555a559978f146a8,finance.yahoo.com,English,United States,QQQ ETF,0.0,0.776,0.224,0.3818,2025-11-08 02:15:00+00:00
https://www.investmentnews.com/equities/tech-stocks-are-doing-so-well-investors-are-starting-to-worry/262055,,Tech stocks are doing so well investors are starting to worry,20250911T140000Z,https://cdn-res.keymedia.com/cms/images/in/deni_638931852438371017.jpg,investmentnews.com,English,United States,QQQ ETF,0.198,0.615,0.187,-0.041,2025-09-11 14:00:00+00:00
https://finance.yahoo.com/news/heres-much-aim-invest-invesco-175500770.html,,Here How Much You Should Aim to Invest in the Invesco QQQ ETF to Get to $1 Million or More by Retirement,20250824T194500Z,https://s.yimg.com/ny/api/res/1.2/Wx8es_dXxIgn.c6sBWypzQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDE-/https://media.zenfs.com/en/motleyfool.com/80df69d467feb941da94112bc2adae42,finance.yahoo.com,English,United States,QQQ ETF,0.0,1.0,0.0,0.0,2025-08-24 19:45:00+00:00
https://finance.yahoo.com/news/unusual-qqq-options-activity-prompts-183002525.html,,Unusual QQQ Options Activity Prompts Covered Strangle Thought Experiment,20251109T013000Z,https://s.yimg.com/ny/api/res/1.2/RH4mbX_OP0FuO9mNC5Ww4w--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03NTA-/https://media.zenfs.com/en/barchart_com_477/0463803824d2bdd44d6ecc31e493d64d,finance.yahoo.com,English,United States,QQQ ETF,0.0,1.0,0.0,0.0,2025-11-09 01:30:00+00:00
https://www.benzinga.com/markets/equities/25/10/48203346/trump-vs-china-wall-street-win-beijing-tech-stocks-stumble,,"Trump Vs . China : Wall Street Scores Win Vs . Beijing Tech Titans - Invesco QQQ Trust , Series 1 ( NASDAQ : QQQ ) ",20251014T163000Z,https://cdn.benzinga.com/files/images/story/2025/10/14/US-China-tariffs.jpeg?&fit=crop,benzinga.com,English,United States,QQQ ETF,0.0,0.772,0.228,0.7964,2025-10-14 16:30:00+00:00
https://www.investing.com/analysis/cpi-preview-inflation-data-looms-amid-shutdown-with-fed-decision-on-the-horizon-200669033,https://m.investing.com/analysis/cpi-preview-inflation-data-looms-amid-shutdown-with-fed-decision-on-the-horizon-200669033?ampMode=1,CPI Preview : Inflation Data Looms Amid Shutdown With Fed Decision on the Horizon,20251024T123000Z,https://i-invdn-com.investing.com/redesign/images/seo/investingcom_analysis_og.jpg,investing.com,English,United States,QQQ ETF,0.11,0.89,0.0,-0.1531,2025-10-24 12:30:00+00:00
https://www.benzinga.com/news/politics/25/08/47197598/trump-zelenskyy-meeting-european-leaders-white-house-monday,,"Trump Eyes Trilateral Summit With Putin And Zelenskyy - First Solar ( NASDAQ : FSLR ), Dayforce ( NYSE : DAY ) ",20250818T220000Z,https://cdn.benzinga.com/files/images/story/2025/08/18/A-Conceptual-Photo-Showing-U-s--Presiden.jpeg?&fit=crop,benzinga.com,English,United States,QQQ ETF,0.0,1.0,0.0,0.0,2025-08-18 22:00:00+00:00
https://finance.yahoo.com/news/bank-america-8-top-growth-170700299.html,,Bank of America 8 Top Growth ETFs for 2025,20251010T174500Z,https://media.zenfs.com/en/thestreet_881/af429077ac6661fceabb8489d8f5efa8,finance.yahoo.com,English,United States,QQQ ETF,0.0,0.614,0.386,0.5267,2025-10-10 17:45:00+00:00
https://www.investing.com/analysis/jackson-hole-preview-all-eyes-on-powell-as-fed-navigates-policy-tightrope-200665597,https://m.investing.com/analysis/jackson-hole-preview-all-eyes-on-powell-as-fed-navigates-policy-tightrope-200665597?ampMode=1,Jackson Hole Preview : All Eyes on Powell as Fed Navigates Policy Tightrope,20250820T121500Z,https://i-invdn-com.investing.com/redesign/images/seo/investingcom_analysis_og.jpg,investing.com,English,United States,QQQ ETF,0.0,1.0,0.0,0.0,2025-08-20 12:15:00+00:00
https://finance.yahoo.com/news/suze-orman-says-may-one-140018861.html,,Suze Orman Says This May Be One of the Best Stocks You Should Already Own,20251018T151500Z,https://s.yimg.com/ny/api/res/1.2/KMxzm7io2d2h72WkfyLcyw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/gobankingrates_644/76e43d12098957544006498bc626604b,finance.yahoo.com,English,United States,QQQ ETF,0.0,0.769,0.231,0.6369,2025-10-18 15:15:00+00:00
https://www.markets.com/analysis/trending-et-fs-comparison-spy-etf-qqq-etf-voo-etf,,"Trending ETFs Comparison : SPY ETF , QQQ ETF , VOO ETF",20251028T221500Z,https://web-cdn.markets.com/businessman_pointing_etf_width_1200_format_jpeg_37481e5e18.jpg,markets.com,English,Cyprus,QQQ ETF,0.0,1.0,0.0,0.0,2025-10-28 22:15:00+00:00
https://finance.yahoo.com/news/3x-leveraged-qqq-etf-warning-153725835.html,,This 3X Leveraged QQQ ETF Is Warning Traders of the Next Major Move,20250827T033000Z,https://s.yimg.com/ny/api/res/1.2/riPGErsTayswIESlhdX6PQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02Nzc-/https://media.zenfs.com/en/barchart_com_477/504dba31bff02fcd8f8d5c2ba86af089,finance.yahoo.com,English,United States,QQQ ETF,0.167,0.833,0.0,-0.34,2025-08-27 03:30:00+00:00
https://finance.yahoo.com/news/youd-invested-1-000-invesco-133500396.html,,"If Youd Invested $1 , 000 in the Invesco QQQ Trust ETF 5 Years Ago , Here How Much Youd Have Today",20251007T221500Z,https://media.zenfs.com/en/motleyfool.com/a3c6b9c813082c48f430b28fdc084699,finance.yahoo.com,English,United States,QQQ ETF,0.0,0.864,0.136,0.5106,2025-10-07 22:15:00+00:00
https://finance.yahoo.com/news/meet-popular-index-fund-could-085900223.html,,Meet the Popular Index Fund That Could Turn $500 Per Month Into $1 Million by 2055,20250920T104500Z,https://s.yimg.com/ny/api/res/1.2/aWy24agc.aDD40NlVtPeFg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03OTg-/https://media.zenfs.com/en/motleyfool.com/b70bb82758d933c04bf75562bbd5c40d,finance.yahoo.com,English,United States,QQQ ETF,0.0,0.843,0.157,0.4215,2025-09-20 10:45:00+00:00
https://www.benzinga.com/etfs/broad-u-s-equity-etfs/25/09/47458017/the-ninja-rally-is-real-and-its-stealing-wall-streets-swagger,,"The  Ninja Rally  Is Real - And It Stealing Wall Street Swagger - Invesco QQQ Trust , Series 1 ( NASDAQ : QQQ ), WisdomTree Japan Hedged Equity Fund ( ARCA : DXJ ), JPMorgan BetaBuilders Japan ETF ( BATS : BBJP ), iShares MSCI Japan Index Fund ( ARCA...",20250902T190000Z,https://cdn.benzinga.com/files/images/story/2025/09/02/Japan-Flag-With-Stock-Market-Finance--Ec.jpeg?&fit=crop,benzinga.com,English,United States,QQQ ETF,0.067,0.873,0.06,-0.1027,2025-09-02 19:00:00+00:00
https://www.investing.com/analysis/5-highyield-dividend-stocks-for-reliable-income-amid-september-volatility-200666307,https://m.investing.com/analysis/5-highyield-dividend-stocks-for-reliable-income-amid-september-volatility-200666307?ampMode=1,5 High - Yield Dividend Stocks for Reliable Income Amid September Volatility,20250903T130000Z,https://i-invdn-com.investing.com/redesign/images/seo/investingcom_analysis_og.jpg,investing.com,English,United States,QQQ ETF,0.0,1.0,0.0,0.0,2025-09-03 13:00:00+00:00
https://www.benzinga.com/analyst-stock-ratings/analyst-color/25/08/47063958/trump-powell-fed-july,,"Trump Slams Powell , Defends Tariffs As Economists Eye Fed Cuts",20250812T160000Z,https://cdn.benzinga.com/files/images/story/2025/08/12/Trump-and-Powell.jpeg?&fit=crop,benzinga.com,English,United States,QQQ ETF,0.18,0.82,0.0,-0.296,2025-08-12 16:00:00+00:00
https://www.investing.com/analysis/investor-overallocation-in-crypto-and-tech-indicates-potential-pullback-200666509,https://m.investing.com/analysis/investor-overallocation-in-crypto-and-tech-indicates-potential-pullback-200666509?ampMode=1,Investor Overallocation in Crypto and Tech Indicates Potential Pullback,20250908T091500Z,https://i-invdn-com.investing.com/redesign/images/seo/investingcom_analysis_og.jpg,investing.com,English,United States,QQQ ETF,0.0,1.0,0.0,0.0,2025-09-08 09:15:00+00:00
https://www.investing.com/analysis/3-growth-stocks-to-buy-before-the-fed-cuts-rates-200665375,https://m.investing.com/analysis/3-growth-stocks-to-buy-before-the-fed-cuts-rates-200665375?ampMode=1,3 Growth Stocks to Buy Before the Fed Cuts Rates,20250815T101500Z,https://i-invdn-com.investing.com/redesign/images/seo/investingcom_analysis_og.jpg,investing.com,English,United States,QQQ ETF,0.172,0.625,0.203,0.1027,2025-08-15 10:15:00+00:00
https://www.swissinfo.ch/eng/asian-stocks-set-for-muted-start-after-fed-cut:-markets-wrap/90024270,,Asian Stocks Set for Muted Start After Fed Cut : Markets Wrap,20250917T233000Z,https://www.swissinfo.ch/eng/wp-content/uploads/swissinfo-theme/swi-fallback-featured-image.jpg?ver=1756792941,swissinfo.ch,English,Switzerland,QQQ ETF,0.16,0.84,0.0,-0.2732,2025-09-17 23:30:00+00:00
https://finance.yahoo.com/news/5-vanguard-etfs-buy-2-081500170.html,,"5 Vanguard ETFs to Buy With $2 , 000 and Hold Forever",20250822T183000Z,https://s.yimg.com/ny/api/res/1.2/WorF0tnaRAvIgSE2G3vVOA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDE-/https://media.zenfs.com/en/motleyfool.com/9fcdbb12ba2a766d1eb30541f514fdf8,finance.yahoo.com,English,United States,QQQ ETF,0.0,1.0,0.0,0.0,2025-08-22 18:30:00+00:00
https://www.investing.com/analysis/3-highgrowth-tech-stocks-poised-to-crush-earnings-and-fuel-further-rallies-200668898,https://m.investing.com/analysis/3-highgrowth-tech-stocks-poised-to-crush-earnings-and-fuel-further-rallies-200668898?ampMode=1,3 High - Growth Tech Stocks Poised to Crush Earnings and Fuel Further Rallies,20251022T111500Z,https://i-invdn-com.investing.com/redesign/images/seo/investingcom_analysis_og.jpg,investing.com,English,United States,QQQ ETF,0.093,0.64,0.267,0.4588,2025-10-22 11:15:00+00:00
https://www.investing.com/analysis/the-5-best-gold-mining-stocks-to-buy-now-200667791,https://m.investing.com/analysis/the-5-best-gold-mining-stocks-to-buy-now-200667791?ampMode=1,The 5 Best Gold Mining Stocks to Buy Now,20251001T094500Z,https://i-invdn-com.investing.com/redesign/images/seo/investingcom_analysis_og.jpg,investing.com,English,United States,QQQ ETF,0.0,0.656,0.344,0.6369,2025-10-01 09:45:00+00:00
https://www.fool.com/investing/2025/08/26/this-etf-could-be-the-easiest-way-to-own-the-futur/,,This ETF Could Be the Easiest Way to Own the Future of AI,20250826T181500Z,https://g.foolcdn.com/editorial/images/830436/data-center-servers-2025.jpg,fool.com,English,United States,QQQ ETF,0.0,0.811,0.189,0.4215,2025-08-26 18:15:00+00:00
https://www.fool.com/investing/2025/08/26/this-etf-could-be-the-easiest-way-to-own-the-futur/?source=iedfolrf0000001,,This ETF Could Be the Easiest Way to Own the Future of AI,20250826T181500Z,https://g.foolcdn.com/editorial/images/830436/data-center-servers-2025.jpg,fool.com,English,United States,QQQ ETF,0.0,0.811,0.189,0.4215,2025-08-26 18:15:00+00:00
https://www.benzinga.com/markets/economic-data/25/10/48408501/september-inflation-report-fed-interest-rates,,"Fed Has Green Light to Cut After Soft CPI , Economists Say",20251024T160000Z,https://cdn.benzinga.com/files/images/story/2025/10/24/fed-midjourney2.png?&fit=crop,benzinga.com,English,United States,QQQ ETF,0.16,0.84,0.0,-0.2732,2025-10-24 16:00:00+00:00
https://www.investmentnews.com/equities/bofa-has-options-play-to-bet-on-tech-rally-as-hedge-funds-sell/262367,,BofA has options play to bet on tech rally as hedge funds sell,20251002T154500Z,https://cdn-res.keymedia.com/cms/images/in/deni_638936186381530281.jpg,investmentnews.com,English,United States,QQQ ETF,0.0,0.833,0.167,0.34,2025-10-02 15:45:00+00:00
https://www.tickerreport.com/banking-finance/13173037/ft-vest-nasdaq-100-buffer-etf-december-batsqdec-hits-new-52-week-high-whats-next.html,,FT Vest Nasdaq - 100 Buffer ETF – December ( BATS : QDEC ) Hits New 52 - Week High – What Next ? ,20250929T151500Z,,tickerreport.com,English,United States,QQQ ETF,0.0,1.0,0.0,0.0,2025-09-29 15:15:00+00:00
https://www.fool.com/investing/2025/11/04/will-robotics-etfs-surge-x-as-the-ai-revolution-ta/,,Will These 2 Robotics ETFs Surge 50 % or More as the AI Revolution Takes Off ? ,20251104T141500Z,https://g.foolcdn.com/editorial/images/839357/using-laptop-in-data-center-2024.jpg,fool.com,English,United States,QQQ ETF,0.0,1.0,0.0,0.0,2025-11-04 14:15:00+00:00
https://www.benzinga.com/markets/economic-data/25/08/47051411/ray-dalio-warns-real-estate-investment-in-2025-faces-interest-rate-risks-tax-challenges-not-an-effective-investment-strategy,,"Ray Dalio Warns Real Estate Investment In 2025 Faces Interest Rate Risks , Tax Challenges :  Not An Effective Investment Strategy  - Dimensional Global Real Estate ETF ( ARCA : DFGR ), iShares U . S . Real Estate ETF ( ARCA : IYR ) ",20250812T100000Z,https://cdn.benzinga.com/files/images/story/2025/08/12/Female-Real-Estate-Broker-Presenting-And.jpeg?&fit=crop,benzinga.com,English,United States,QQQ ETF,0.12,0.794,0.085,-0.1911,2025-08-12 10:00:00+00:00
https://www.tickerreport.com/banking-finance/13239444/ft-vest-nasdaq-100-buffer-etf-december-batsqdec-hits-new-1-year-high-heres-what-happened.html,,FT Vest Nasdaq - 100 Buffer ETF – December ( BATS : QDEC ) Hits New 1 - Year High – Here What Happened,20251110T154500Z,,tickerreport.com,English,United States,QQQ ETF,0.0,1.0,0.0,0.0,2025-11-10 15:45:00+00:00
https://www.benzinga.com/markets/commodities/25/09/47709038/gold-to-hit-4000-by-2026-but-this-rally-is-less-dramatic-and-quite-different-from-historical-peaks-says-top-bank,,"Gold To Hit $4 , 000 / Oz By 2026 , But This Rally Is  Less Dramatic  And Quite Different From Historical Peaks , Says Bank Of America - VanEck Gold Miners ETF ( ARCA : GDX ), Themes Gold Miners ETF ( NASDAQ : AUMI ) ",20250917T093000Z,https://cdn.benzinga.com/files/images/story/2025/09/17/Gold-Chart-Rises--Gold-Trading-And-Finan.jpeg?&fit=crop,benzinga.com,English,United States,QQQ ETF,0.0,1.0,0.0,0.0,2025-09-17 09:30:00+00:00
https://www.fool.com/investing/2025/08/21/5-vanguard-etfs-to-buy-with-2000-and-hold-forever/,,"5 Vanguard ETFs to Buy With $2 , 000 and Hold Forever",20250821T121500Z,https://g.foolcdn.com/editorial/images/829634/paper-etf-circled.jpg,fool.com,English,United States,QQQ ETF,0.0,1.0,0.0,0.0,2025-08-21 12:15:00+00:00
https://www.benzinga.com/markets/equities/25/09/47617114/famed-short-seller-jim-chanos-targets-oracle-for-old-accounting-issues-says-orcls-300-billion-deal-backlog-with-openai-doesnt-begin-till-2027,,"Famed Short Seller Jim Chanos Targets Oracle For Old  Accounting Issues , Says ORCL $300 Billion Deal Backlog With OpenAI Doesnt Begin Till 2027 - Invesco QQQ Trust , Series 1 ( NASDAQ : QQQ ), Oracle ( NYSE : ORCL ) ",20250911T141500Z,https://cdn.benzinga.com/files/images/story/2025/09/11/Jim-Cramer-Links-Oracles-455B-Backlog-To_1.jpeg?&fit=crop,benzinga.com,English,United States,QQQ ETF,0.0,0.926,0.074,0.5106,2025-09-11 14:15:00+00:00
https://www.benzinga.com/markets/equities/25/10/48064110/tom-lee-sees-powerful-tailwinds-despite-goverment-shutdown-calls-current-scenario-the-most-hated-v-shaped-rally,,"Tom Lee Sees  Powerful Tailwind Despite Shutdown , Calls Current Scenario  The Most Hated V - Shaped Rally  - Invesco QQQ Trust , Series 1 ( NASDAQ : QQQ ), NVIDIA ( NASDAQ : NVDA ) ",20251007T110000Z,https://cdn.benzinga.com/files/images/story/2025/10/07/Flag-Of-The-United-States-Of-America-Wit.jpeg?&fit=crop,benzinga.com,English,United States,QQQ ETF,0.103,0.757,0.14,0.1548,2025-10-07 11:00:00+00:00
https://www.benzinga.com/markets/economic-data/25/08/47278056/tom-lee-says-market-is-too-optimistic-about-rate-cuts-premature-rate-cuts-could-exacerbate-inflation,,"Tom Lee Says Market Is Too  Optimistic  About Rate Cuts :  Premature Rate Cuts Could Exacerbate  Inflation - Invesco QQQ Trust , Series 1 ( NASDAQ : QQQ ), SPDR S & P 500 ( ARCA : SPY ) ",20250822T114500Z,https://cdn.benzinga.com/files/images/story/2025/08/22/Fed-Needs-Rate-Cut--Inflation-Target-Ret.jpeg?&fit=crop,benzinga.com,English,United States,QQQ ETF,0.098,0.778,0.124,0.296,2025-08-22 11:45:00+00:00
https://www.benzinga.com/markets/economic-data/25/08/47278056/tom-lee-says-market-is-too-optimistic-about-rate-cuts-premature-rate-cuts-could-exacerbate-,,"Tom Lee Says Market Is Too  Optimistic  About Rate Cuts :  Premature Rate Cuts Could Exacerbate  Inflation - Invesco QQQ Trust , Series 1 ( NASDAQ : QQQ ), SPDR S & P 500 ( ARCA : SPY ) ",20250822T114500Z,https://cdn.benzinga.com/files/images/story/2025/08/22/Fed-Needs-Rate-Cut--Inflation-Target-Ret.jpeg?&fit=crop,benzinga.com,English,United States,QQQ ETF,0.098,0.778,0.124,0.296,2025-08-22 11:45:00+00:00
https://www.investopedia.com/a-market-strategist-makes-the-case-for-the-s-and-p-500-climbing-to-7-500-11790773,,Can Stocks Keep Rising ? Here Are Cases For And Against More Gains for the S & P 500,20250815T030000Z,https://www.investopedia.com/thmb/gjr7cXVk_epwzwikEOHlmvwsshg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-2229158480-56f20ec5ec754cbb98d31059046775d0.jpg,investopedia.com,English,United States,QQQ ETF,0.0,0.87,0.13,0.4005,2025-08-15 03:00:00+00:00
https://dailyreckoning.com/pure-concentrated-risk/,,"Pure , Concentrated Risk - The Daily Reckoning",20250927T011500Z,https://dailyreckoning.com/wp-content/uploads/2025/09/dr-hero-img-09-26-25.jpeg,dailyreckoning.com,English,United States,QQQ ETF,0.231,0.769,0.0,-0.2732,2025-09-27 01:15:00+00:00
https://invezz.com/news/2025/09/05/top-3-reasons-to-avoid-the-jepq-etf-despite-its-11-yield/,,Top 3 reasons to avoid the JEPQ ETF despite its 11 % yield,20250905T180000Z,https://invezz.com/wp-content/uploads/2025/09/injective-wall-street-1024x640.png,invezz.com,English,United Kingdom,QQQ ETF,0.147,0.733,0.12,-0.1027,2025-09-05 18:00:00+00:00
https://www.benzinga.com/markets/macro-economic-events/25/09/47542952/trumps-tariffs-bite-china-as-trade-with-us-sees-substantial-contraction-el-erian-warns-of-significant-challenges-to-xi-jinpings-growth-plan,,"Trump Tariffs  Bite  China As Trade With US Sees  Substantial Contraction , El - Erian Warns Of  Significant Challenge To Xi Jinping Growth Plan - Invesco QQQ Trust , Series 1 ( NASDAQ : QQQ ), SPDR S & P 500 ( ARCA : SPY ) ",20250908T164500Z,https://cdn.benzinga.com/files/images/story/2025/09/08/China-chip-shift.jpeg?&fit=crop,benzinga.com,English,United States,QQQ ETF,0.027,0.766,0.207,0.8126,2025-09-08 16:45:00+00:00
https://www.benzinga.com/markets/economic-data/25/09/47564026/trump-tariffs-will-fuel-stagflation-as-economy-will-get-two-bad-tastes-at-the-same-time-rising-unemployment-and-rising-inflation,,"Trump Tariffs Will Fuel Stagflation As Economy Will Get  Two Bad Tastes At The Same Time   Rising Unemployment And Rising Inflation  - Invesco QQQ Trust , Series 1 ( NASDAQ : QQQ ), SPDR S & P 500 ( ARCA : SPY ) ",20250909T120000Z,https://cdn.benzinga.com/files/images/story/2025/09/09/Washington--February-22--2025-President-.jpeg?&fit=crop,benzinga.com,English,United States,QQQ ETF,0.129,0.805,0.066,-0.4767,2025-09-09 12:00:00+00:00
https://www.benzinga.com/markets/economic-data/25/09/47811797/trumps-new-fed-governor-stephen-miran-calls-for-aggressive-rate-cuts-says-restrictive-policy-creates-material-risks-to-employment,,"Trump New Fed Governor Stephen Miran Calls For Aggressive Rate Cuts , Says  Restrictive  Policy Creates  Material Risk To Employment - Invesco QQQ Trust , Series 1 ( NASDAQ : QQQ ), SPDR S & P 500 ( ARCA : SPY ) ",20250923T081500Z,https://cdn.benzinga.com/files/images/story/2025/09/23/Federal-Reserve-cut.jpeg?&fit=crop,benzinga.com,English,United States,QQQ ETF,0.122,0.766,0.112,0.128,2025-09-23 08:15:00+00:00
https://www.benzinga.com/markets/equities/25/09/47465884/marjorie-taylor-greene-hits-homerun-again-buys-alphabet-stock-5-days-before-favorable-antitrust-ruling-here-are-some-other-new-trades,,"Marjorie Taylor Greene Hits Homerun Again , Buys Alphabet Stock 5 Days Before Favorable Antitrust Ruling : Here Are Some Other New Trades - Exelon ( NASDAQ : EXC ), FedEx ( NYSE : FDX ) ",20250903T071500Z,https://cdn.benzinga.com/files/images/story/2025/09/03/Washington--Dc---February-2--2023-Rep--M.jpeg?&fit=crop,benzinga.com,English,United States,QQQ ETF,0.0,0.919,0.081,0.4767,2025-09-03 07:15:00+00:00
https://invezz.com/news/2025/09/05/id-avoid-the-schd-etf-and-buy-these-3-funds-to-swan/,,Id avoid the SCHD ETF and buy these 3 funds to SWAN,20250905T230000Z,https://invezz.com/wp-content/uploads/2025/06/image5-1024x640.png,invezz.com,English,United Kingdom,QQQ ETF,0.167,0.833,0.0,-0.296,2025-09-05 23:00:00+00:00
